Edge,Label
"(200, 40)",1
"(200, 39)",1
"(200, 30)",0
"(200, 232)",0
"(200, 224)",1
"(200, 75)",0
"(200, 203)",0
"(200, 72)",1
"(200, 118)",0
"(200, 67)",1
"(200, 104)",1
"(200, 45)",1
"(200, 31)",1
"(200, 297)",1
"(200, 325)",1
"(200, 248)",1
"(200, 113)",0
"(200, 25)",1
"(200, 223)",0
"(200, 165)",0
"(200, 185)",1
"(200, 324)",0
"(200, 79)",1
"(200, 334)",0
"(200, 274)",1
"(200, 142)",1
"(200, 10)",1
"(200, 21)",1
"(98, 21)",1
"(98, 265)",0
"(98, 223)",0
"(98, 331)",0
"(98, 148)",1
"(98, 325)",1
"(98, 203)",0
"(98, 104)",1
"(98, 123)",1
"(98, 113)",0
"(98, 13)",0
"(98, 342)",1
"(98, 261)",1
"(98, 313)",0
"(98, 128)",1
"(98, 59)",0
"(98, 277)",1
"(98, 141)",1
"(98, 25)",1
"(98, 118)",0
"(98, 258)",0
"(98, 291)",1
"(98, 67)",1
"(98, 109)",1
"(98, 238)",0
"(313, 63)",0
"(313, 265)",1
"(313, 146)",0
"(313, 21)",0
"(313, 54)",1
"(313, 203)",1
"(313, 222)",0
"(313, 128)",0
"(313, 60)",0
"(313, 261)",0
"(313, 13)",1
"(313, 342)",0
"(313, 339)",0
"(313, 118)",1
"(313, 113)",1
"(313, 314)",0
"(313, 67)",0
"(313, 325)",0
"(313, 39)",0
"(313, 223)",0
"(313, 238)",1
"(63, 261)",1
"(63, 342)",1
"(344, 185)",0
"(344, 212)",0
"(344, 257)",1
"(344, 104)",0
"(344, 67)",0
"(344, 311)",0
"(67, 141)",1
"(67, 345)",1
"(67, 212)",0
"(67, 342)",1
"(67, 69)",1
"(67, 142)",1
"(67, 196)",1
"(67, 55)",1
"(67, 45)",1
"(67, 297)",1
"(67, 109)",1
"(67, 104)",1
"(67, 136)",1
"(67, 203)",0
"(67, 123)",1
"(67, 290)",1
"(67, 75)",0
"(67, 248)",1
"(67, 265)",0
"(67, 156)",0
"(67, 113)",0
"(67, 224)",1
"(67, 325)",1
"(67, 66)",0
"(67, 134)",0
"(67, 128)",1
"(67, 13)",0
"(67, 277)",1
"(67, 72)",1
"(67, 21)",1
"(67, 79)",1
"(67, 25)",1
"(67, 303)",1
"(67, 261)",1
"(67, 185)",1
"(67, 10)",1
"(67, 158)",0
"(67, 223)",0
"(67, 169)",1
"(67, 308)",1
"(67, 324)",0
"(67, 334)",0
"(67, 118)",0
"(67, 161)",0
"(67, 31)",1
"(67, 40)",1
"(118, 325)",0
"(118, 109)",0
"(118, 134)",1
"(118, 261)",0
"(118, 283)",0
"(118, 13)",1
"(118, 161)",1
"(118, 324)",1
"(118, 268)",0
"(118, 331)",1
"(118, 29)",0
"(118, 222)",0
"(118, 342)",0
"(118, 203)",1
"(118, 277)",0
"(118, 16)",0
"(118, 265)",1
"(118, 238)",1
"(118, 59)",0
"(325, 109)",1
"(325, 261)",1
"(325, 104)",1
"(325, 21)",1
"(325, 161)",0
"(325, 222)",0
"(325, 13)",0
"(325, 265)",0
"(325, 277)",1
"(325, 59)",0
"(325, 311)",0
"(325, 203)",0
"(325, 113)",0
"(325, 268)",0
"(325, 223)",0
"(325, 40)",1
"(325, 158)",0
"(325, 342)",1
"(325, 25)",1
"(325, 238)",0
"(277, 308)",1
"(277, 31)",1
"(277, 248)",1
"(277, 39)",1
"(277, 13)",0
"(277, 105)",1
"(277, 161)",0
"(277, 324)",0
"(277, 50)",1
"(277, 142)",1
"(277, 21)",1
"(277, 55)",1
"(277, 22)",1
"(277, 120)",0
"(277, 334)",0
"(277, 159)",0
"(277, 25)",1
"(277, 342)",1
"(277, 169)",1
"(277, 291)",1
"(277, 339)",1
"(277, 208)",1
"(277, 294)",1
"(277, 132)",0
"(277, 113)",0
"(277, 40)",1
"(277, 311)",0
"(277, 10)",1
"(277, 109)",1
"(277, 290)",1
"(277, 104)",1
"(277, 168)",1
"(277, 203)",0
"(277, 134)",0
"(134, 21)",0
"(134, 132)",0
"(134, 66)",1
"(134, 142)",0
"(134, 203)",1
"(134, 238)",1
"(134, 113)",1
"(134, 334)",0
"(134, 248)",0
"(270, 76)",0
"(270, 203)",0
"(270, 25)",0
"(76, 25)",0
"(36, 251)",1
"(36, 309)",1
"(36, 320)",0
"(36, 284)",0
"(36, 197)",1
"(36, 108)",1
"(36, 184)",0
"(36, 281)",1
"(223, 203)",0
"(223, 261)",0
"(223, 21)",0
"(223, 13)",0
"(223, 265)",0
"(223, 342)",0
"(223, 246)",0
"(223, 128)",0
"(274, 21)",1
"(274, 341)",1
"(274, 96)",1
"(274, 185)",1
"(274, 75)",0
"(274, 40)",1
"(274, 85)",0
"(88, 21)",0
"(88, 126)",0
"(88, 178)",0
"(88, 164)",0
"(88, 1)",0
"(88, 106)",0
"(88, 80)",0
"(88, 303)",0
"(88, 25)",0
"(88, 336)",0
"(88, 242)",0
"(21, 212)",0
"(21, 55)",1
"(21, 66)",0
"(21, 203)",0
"(21, 169)",1
"(21, 284)",0
"(21, 297)",1
"(21, 184)",0
"(21, 108)",1
"(21, 235)",0
"(21, 161)",0
"(21, 342)",1
"(21, 334)",0
"(21, 142)",1
"(21, 105)",1
"(21, 308)",1
"(21, 232)",0
"(21, 248)",1
"(21, 136)",1
"(21, 121)",1
"(21, 251)",1
"(21, 109)",1
"(21, 281)",1
"(21, 165)",0
"(21, 104)",1
"(21, 39)",1
"(21, 345)",1
"(21, 197)",1
"(21, 40)",1
"(21, 159)",0
"(21, 13)",0
"(21, 31)",1
"(21, 25)",1
"(21, 123)",1
"(339, 168)",1
"(339, 38)",1
"(339, 136)",1
"(339, 340)",1
"(339, 161)",0
"(339, 31)",1
"(339, 22)",1
"(339, 334)",0
"(339, 246)",1
"(339, 129)",1
"(339, 87)",1
"(339, 158)",0
"(339, 148)",1
"(339, 146)",1
"(339, 152)",1
"(339, 260)",0
"(339, 7)",1
"(339, 291)",1
"(339, 347)",1
"(108, 197)",1
"(108, 284)",0
"(108, 281)",1
"(108, 251)",1
"(108, 320)",0
"(108, 184)",0
"(108, 159)",0
"(197, 139)",1
"(197, 251)",1
"(197, 320)",0
"(197, 284)",0
"(197, 281)",1
"(197, 309)",1
"(197, 159)",0
"(197, 184)",0
"(169, 136)",1
"(169, 185)",1
"(169, 40)",1
"(169, 25)",1
"(169, 257)",0
"(169, 10)",1
"(169, 248)",1
"(169, 334)",0
"(169, 106)",0
"(169, 318)",1
"(169, 125)",1
"(169, 291)",1
"(169, 104)",1
"(169, 165)",0
"(169, 5)",0
"(169, 142)",1
"(169, 109)",1
"(169, 128)",1
"(169, 113)",0
"(169, 121)",1
"(275, 273)",0
"(275, 218)",0
"(275, 328)",0
"(275, 195)",0
"(275, 78)",0
"(275, 181)",0
"(275, 306)",0
"(275, 152)",0
"(275, 4)",0
"(273, 78)",0
"(273, 328)",0
"(273, 218)",0
"(273, 181)",0
"(273, 195)",0
"(273, 4)",0
"(273, 306)",0
"(83, 25)",0
"(83, 31)",0
"(83, 51)",1
"(83, 237)",1
"(28, 312)",0
"(28, 310)",0
"(28, 144)",0
"(28, 115)",0
"(28, 151)",0
"(28, 226)",0
"(28, 326)",0
"(28, 14)",0
"(28, 140)",0
"(28, 41)",0
"(28, 149)",1
"(312, 137)",1
"(312, 243)",0
"(312, 149)",0
"(312, 326)",1
"(312, 19)",0
"(312, 111)",1
"(312, 115)",1
"(312, 262)",0
"(312, 14)",0
"(312, 44)",1
"(312, 226)",0
"(312, 305)",0
"(312, 220)",0
"(312, 20)",1
"(312, 17)",1
"(312, 2)",0
"(312, 140)",0
"(312, 343)",1
"(312, 214)",1
"(312, 162)",0
"(312, 151)",0
"(312, 41)",1
"(312, 144)",0
"(242, 92)",0
"(242, 330)",0
"(242, 266)",0
"(242, 249)",0
"(242, 180)",0
"(242, 158)",0
"(242, 80)",0
"(242, 101)",0
"(242, 132)",0
"(242, 302)",0
"(242, 94)",0
"(242, 187)",0
"(214, 20)",1
"(214, 326)",1
"(214, 137)",1
"(214, 19)",0
"(214, 41)",1
"(214, 111)",1
"(214, 140)",0
"(214, 14)",0
"(214, 115)",1
"(214, 289)",1
"(214, 333)",1
"(214, 17)",1
"(214, 230)",0
"(214, 343)",1
"(20, 333)",1
"(20, 149)",0
"(20, 14)",0
"(20, 2)",0
"(20, 44)",1
"(20, 115)",1
"(20, 226)",0
"(20, 41)",1
"(20, 111)",1
"(20, 162)",0
"(20, 326)",1
"(20, 343)",1
"(307, 71)",0
"(307, 230)",0
"(307, 40)",0
"(71, 230)",0
"(333, 2)",0
"(333, 149)",0
"(333, 343)",1
"(333, 226)",0
"(333, 162)",0
"(168, 31)",1
"(168, 347)",1
"(168, 129)",1
"(168, 7)",1
"(168, 22)",1
"(168, 291)",1
"(168, 158)",0
"(308, 161)",1
"(308, 31)",1
"(308, 142)",1
"(308, 246)",1
"(308, 203)",1
"(308, 338)",1
"(308, 7)",1
"(308, 87)",1
"(308, 136)",1
"(308, 22)",1
"(308, 334)",0
"(308, 66)",1
"(341, 203)",0
"(128, 150)",0
"(128, 104)",1
"(128, 265)",0
"(128, 248)",1
"(128, 334)",0
"(128, 203)",0
"(334, 113)",0
"(334, 123)",0
"(334, 132)",1
"(334, 40)",0
"(334, 165)",0
"(334, 142)",0
"(334, 203)",0
"(334, 229)",1
"(334, 50)",0
"(334, 318)",0
"(334, 66)",0
"(238, 265)",1
"(238, 342)",0
"(238, 222)",0
"(238, 13)",1
"(238, 203)",1
"(238, 324)",1
"(238, 59)",0
"(238, 261)",0
"(238, 106)",0
"(265, 40)",0
"(265, 311)",1
"(265, 203)",1
"(265, 298)",1
"(265, 331)",1
"(265, 342)",0
"(265, 13)",1
"(265, 261)",0
"(265, 248)",0
"(141, 224)",1
"(141, 72)",1
"(141, 257)",0
"(141, 38)",1
"(141, 258)",0
"(141, 39)",1
"(141, 291)",1
"(141, 25)",1
"(141, 40)",1
"(78, 218)",0
"(78, 328)",0
"(78, 306)",0
"(78, 181)",0
"(78, 195)",0
"(78, 4)",0
"(345, 159)",0
"(345, 142)",1
"(345, 178)",0
"(345, 261)",1
"(345, 303)",1
"(345, 45)",1
"(317, 158)",0
"(317, 132)",0
"(317, 40)",1
"(317, 101)",0
"(317, 146)",1
"(158, 40)",0
"(158, 142)",0
"(158, 25)",0
"(158, 232)",0
"(158, 109)",0
"(158, 132)",0
"(158, 22)",0
"(158, 291)",0
"(158, 113)",1
"(158, 248)",0
"(158, 5)",0
"(158, 60)",0
"(38, 178)",0
"(38, 248)",1
"(38, 7)",1
"(302, 266)",0
"(302, 94)",0
"(302, 249)",0
"(302, 187)",0
"(302, 330)",0
"(302, 101)",0
"(302, 92)",0
"(302, 180)",0
"(27, 54)",0
"(27, 324)",0
"(54, 1)",0
"(139, 159)",0
"(139, 320)",0
"(139, 281)",1
"(139, 184)",0
"(139, 251)",1
"(139, 284)",0
"(109, 331)",0
"(109, 303)",1
"(109, 324)",0
"(109, 148)",1
"(109, 142)",1
"(109, 203)",0
"(109, 229)",0
"(109, 104)",1
"(109, 295)",0
"(109, 31)",1
"(109, 314)",1
"(109, 50)",1
"(109, 13)",0
"(109, 297)",1
"(291, 10)",1
"(291, 25)",1
"(291, 224)",1
"(291, 72)",1
"(291, 31)",1
"(291, 258)",0
"(291, 7)",1
"(291, 208)",1
"(291, 60)",1
"(291, 129)",1
"(291, 87)",1
"(291, 232)",0
"(291, 113)",0
"(291, 248)",1
"(142, 161)",0
"(142, 66)",0
"(142, 10)",1
"(142, 113)",0
"(142, 31)",1
"(142, 104)",1
"(142, 303)",1
"(142, 45)",1
"(142, 297)",1
"(142, 40)",1
"(142, 123)",1
"(142, 203)",0
"(203, 25)",0
"(203, 59)",0
"(203, 161)",1
"(203, 55)",0
"(203, 297)",0
"(203, 331)",1
"(203, 338)",0
"(203, 268)",0
"(203, 261)",0
"(203, 342)",0
"(203, 104)",0
"(203, 50)",0
"(203, 113)",1
"(203, 29)",0
"(203, 40)",0
"(203, 324)",1
"(105, 257)",0
"(105, 69)",1
"(105, 148)",1
"(105, 25)",1
"(105, 39)",1
"(232, 224)",0
"(232, 25)",0
"(232, 212)",0
"(232, 40)",0
"(232, 298)",0
"(232, 72)",0
"(64, 217)",0
"(64, 171)",1
"(64, 150)",0
"(64, 189)",1
"(64, 100)",0
"(217, 324)",0
"(217, 189)",0
"(217, 100)",0
"(217, 171)",0
"(217, 150)",0
"(248, 311)",0
"(126, 260)",0
"(126, 1)",0
"(224, 261)",1
"(224, 96)",1
"(224, 40)",1
"(224, 148)",1
"(224, 25)",1
"(224, 30)",0
"(224, 324)",0
"(261, 16)",1
"(261, 113)",0
"(261, 268)",0
"(261, 13)",0
"(261, 318)",1
"(261, 123)",1
"(261, 59)",0
"(261, 297)",1
"(261, 314)",1
"(261, 342)",1
"(261, 55)",1
"(261, 148)",1
"(283, 25)",0
"(283, 228)",0
"(144, 226)",0
"(144, 326)",0
"(144, 14)",0
"(144, 343)",0
"(144, 151)",0
"(144, 17)",0
"(144, 41)",0
"(144, 115)",0
"(144, 149)",0
"(144, 140)",1
"(226, 343)",0
"(226, 149)",0
"(226, 115)",0
"(226, 14)",0
"(226, 2)",0
"(226, 41)",0
"(226, 326)",0
"(290, 25)",1
"(290, 185)",1
"(290, 342)",1
"(25, 94)",0
"(25, 257)",0
"(25, 104)",1
"(25, 148)",1
"(25, 69)",1
"(25, 72)",1
"(25, 297)",1
"(25, 113)",0
"(25, 185)",1
"(25, 336)",0
"(25, 51)",0
"(25, 40)",1
"(25, 39)",1
"(25, 79)",1
"(25, 31)",1
"(25, 237)",0
"(25, 331)",0
"(25, 221)",0
"(25, 246)",1
"(342, 59)",0
"(342, 123)",1
"(342, 314)",1
"(342, 113)",0
"(342, 13)",0
"(342, 165)",0
"(146, 50)",1
"(146, 136)",1
"(146, 148)",1
"(300, 94)",0
"(300, 80)",0
"(300, 320)",0
"(94, 330)",1
"(94, 80)",1
"(94, 320)",0
"(94, 92)",1
"(94, 180)",1
"(94, 101)",1
"(94, 187)",1
"(94, 249)",1
"(94, 266)",1
"(1, 92)",0
"(184, 159)",0
"(184, 284)",0
"(184, 320)",0
"(184, 281)",0
"(184, 309)",0
"(184, 251)",0
"(159, 284)",0
"(159, 281)",0
"(159, 320)",0
"(149, 343)",0
"(149, 326)",0
"(149, 162)",1
"(149, 115)",0
"(149, 2)",0
"(149, 14)",0
"(13, 148)",0
"(13, 59)",0
"(59, 250)",1
"(59, 268)",1
"(17, 326)",1
"(17, 310)",1
"(17, 140)",0
"(17, 41)",1
"(17, 111)",1
"(17, 19)",0
"(17, 137)",1
"(17, 115)",1
"(326, 343)",1
"(326, 140)",0
"(326, 162)",0
"(326, 115)",1
"(326, 41)",1
"(326, 137)",1
"(326, 14)",0
"(326, 2)",0
"(326, 111)",1
"(80, 187)",1
"(80, 330)",1
"(80, 320)",0
"(80, 101)",1
"(80, 266)",1
"(80, 180)",1
"(80, 92)",1
"(80, 249)",1
"(80, 173)",1
"(187, 249)",1
"(187, 101)",1
"(187, 92)",1
"(187, 180)",1
"(187, 5)",1
"(187, 266)",1
"(161, 87)",0
"(161, 258)",0
"(161, 39)",0
"(161, 314)",0
"(66, 113)",1
"(31, 237)",0
"(31, 51)",0
"(31, 338)",1
"(31, 129)",1
"(31, 7)",1
"(136, 7)",1
"(136, 125)",1
"(136, 156)",0
"(136, 87)",1
"(136, 324)",0
"(136, 120)",0
"(136, 246)",1
"(7, 246)",1
"(7, 129)",1
"(7, 22)",1
"(7, 340)",1
"(7, 347)",1
"(7, 87)",1
"(255, 49)",1
"(49, 192)",0
"(49, 241)",0
"(320, 309)",0
"(320, 281)",0
"(320, 251)",0
"(320, 284)",0
"(85, 156)",0
"(85, 258)",1
"(85, 75)",0
"(246, 87)",1
"(246, 340)",1
"(123, 104)",1
"(123, 318)",1
"(123, 55)",1
"(284, 251)",0
"(284, 281)",0
"(284, 309)",0
"(140, 137)",0
"(140, 115)",0
"(140, 41)",0
"(137, 115)",1
"(137, 167)",0
"(137, 111)",1
"(137, 289)",1
"(137, 41)",1
"(137, 310)",1
"(137, 93)",1
"(137, 32)",1
"(137, 243)",0
"(137, 337)",1
"(343, 115)",1
"(343, 111)",1
"(343, 2)",0
"(343, 162)",0
"(343, 44)",1
"(343, 19)",0
"(343, 41)",1
"(343, 14)",0
"(115, 2)",0
"(115, 19)",0
"(115, 14)",0
"(115, 262)",0
"(115, 41)",1
"(115, 220)",0
"(115, 192)",1
"(297, 185)",1
"(297, 324)",0
"(185, 55)",1
"(185, 22)",1
"(185, 79)",1
"(185, 148)",1
"(104, 303)",1
"(104, 113)",0
"(104, 318)",1
"(104, 45)",1
"(104, 295)",0
"(104, 55)",1
"(104, 212)",0
"(324, 331)",1
"(324, 301)",0
"(324, 22)",0
"(324, 150)",0
"(324, 340)",0
"(171, 107)",0
"(171, 150)",0
"(171, 189)",1
"(171, 58)",0
"(111, 279)",0
"(111, 337)",1
"(111, 310)",1
"(111, 44)",0
"(111, 41)",1
"(111, 93)",1
"(14, 151)",0
"(14, 41)",0
"(14, 310)",0
"(310, 32)",1
"(310, 151)",0
"(310, 93)",1
"(310, 167)",0
"(310, 41)",1
"(310, 337)",1
"(310, 243)",0
"(32, 167)",0
"(32, 337)",1
"(32, 93)",1
"(30, 303)",0
"(30, 178)",0
"(30, 331)",0
"(222, 240)",0
"(92, 180)",1
"(92, 196)",0
"(92, 330)",1
"(92, 266)",1
"(92, 249)",1
"(92, 101)",1
"(72, 40)",1
"(72, 165)",0
"(72, 113)",0
"(72, 298)",0
"(72, 212)",0
"(72, 132)",0
"(40, 298)",0
"(40, 77)",1
"(40, 29)",0
"(40, 212)",0
"(40, 132)",0
"(40, 257)",0
"(40, 258)",0
"(40, 113)",0
"(266, 249)",1
"(266, 330)",1
"(266, 196)",0
"(266, 101)",1
"(266, 180)",1
"(212, 295)",0
"(212, 298)",1
"(278, 177)",0
"(278, 86)",0
"(278, 143)",0
"(278, 225)",0
"(278, 99)",0
"(278, 131)",0
"(278, 227)",0
"(237, 51)",1
"(311, 132)",0
"(309, 281)",1
"(309, 251)",1
"(330, 249)",1
"(330, 196)",0
"(330, 101)",1
"(230, 70)",0
"(230, 41)",0
"(230, 97)",0
"(230, 253)",0
"(16, 331)",0
"(16, 29)",0
"(249, 196)",0
"(249, 180)",1
"(249, 101)",1
"(249, 163)",0
"(39, 121)",1
"(39, 257)",0
"(39, 165)",0
"(39, 69)",1
"(251, 281)",1
"(69, 121)",1
"(113, 132)",0
"(113, 50)",0
"(113, 148)",0
"(113, 165)",1
"(113, 121)",0
"(258, 257)",1
"(258, 295)",1
"(258, 156)",1
"(258, 75)",0
"(257, 295)",1
"(196, 180)",0
"(156, 295)",1
"(156, 5)",0
"(156, 235)",0
"(303, 45)",1
"(303, 221)",0
"(303, 132)",0
"(303, 178)",0
"(286, 81)",0
"(81, 269)",0
"(174, 293)",1
"(174, 112)",0
"(174, 19)",0
"(293, 19)",0
"(33, 42)",0
"(347, 129)",1
"(347, 22)",1
"(263, 99)",0
"(263, 68)",0
"(263, 102)",0
"(263, 227)",0
"(263, 296)",0
"(338, 29)",0
"(19, 112)",0
"(19, 138)",0
"(19, 289)",0
"(19, 319)",0
"(19, 227)",0
"(19, 89)",0
"(19, 41)",0
"(218, 328)",0
"(218, 181)",0
"(218, 195)",0
"(218, 4)",0
"(218, 306)",0
"(314, 50)",1
"(314, 96)",1
"(5, 235)",0
"(5, 180)",1
"(5, 87)",0
"(5, 316)",0
"(178, 206)",0
"(192, 205)",0
"(192, 52)",1
"(243, 41)",0
"(243, 216)",0
"(243, 167)",0
"(243, 337)",0
"(195, 181)",0
"(195, 306)",0
"(195, 4)",0
"(195, 328)",0
"(181, 152)",0
"(181, 328)",0
"(181, 306)",0
"(181, 4)",0
"(8, 245)",0
"(8, 259)",0
"(8, 91)",0
"(8, 264)",0
"(8, 201)",0
"(8, 110)",0
"(8, 193)",0
"(245, 91)",0
"(245, 259)",1
"(328, 306)",0
"(328, 4)",0
"(331, 50)",0
"(150, 100)",0
"(150, 163)",0
"(150, 189)",0
"(101, 180)",1
"(99, 296)",0
"(99, 131)",0
"(99, 68)",0
"(99, 102)",0
"(99, 225)",0
"(99, 177)",0
"(99, 227)",0
"(99, 143)",0
"(296, 102)",0
"(296, 227)",0
"(296, 68)",0
"(102, 227)",0
"(163, 173)",0
"(163, 100)",0
"(173, 34)",1
"(173, 166)",0
"(173, 202)",1
"(165, 121)",0
"(121, 206)",0
"(306, 4)",0
"(177, 143)",0
"(177, 68)",0
"(177, 227)",0
"(177, 131)",0
"(177, 225)",0
"(177, 86)",0
"(87, 22)",1
"(189, 100)",0
"(259, 201)",0
"(259, 110)",1
"(259, 91)",0
"(259, 193)",1
"(259, 264)",1
"(45, 221)",0
"(45, 132)",0
"(58, 269)",0
"(58, 107)",0
"(269, 100)",0
"(167, 93)",0
"(167, 337)",0
"(227, 225)",0
"(227, 143)",0
"(227, 68)",0
"(227, 131)",0
"(227, 86)",0
"(96, 190)",1
"(91, 193)",0
"(91, 264)",0
"(91, 110)",0
"(91, 201)",0
"(143, 131)",1
"(143, 68)",1
"(143, 225)",0
"(143, 35)",0
"(143, 321)",0
"(61, 193)",1
"(93, 337)",1
"(93, 41)",1
"(41, 151)",0
"(41, 337)",1
"(41, 44)",1
"(6, 89)",1
"(6, 147)",0
"(6, 319)",1
"(6, 219)",1
"(6, 95)",1
"(89, 319)",1
"(89, 327)",0
"(89, 95)",1
"(89, 219)",1
"(89, 147)",0
"(301, 47)",1
"(106, 29)",0
"(29, 247)",0
"(110, 264)",1
"(225, 86)",0
"(225, 68)",0
"(225, 131)",0
"(152, 4)",0
"(148, 50)",1
"(148, 229)",0
"(260, 160)",0
"(260, 206)",0
"(262, 220)",1
"(97, 182)",0
"(124, 157)",1
"(90, 179)",1
"(179, 145)",1
"(157, 155)",0
"(327, 95)",0
"(327, 319)",0
"(95, 319)",1
"(95, 147)",0
"(120, 247)",0
"(190, 229)",0
"(282, 244)",1
"(319, 219)",1
"(319, 147)",0
"(233, 256)",1
"(166, 202)",0
"(166, 198)",0
"(147, 219)",0
"(77, 294)",1
"(219, 154)",0
"(182, 253)",0
