Edge,Label
"(736, 850)",1
"(847, 815)",1
"(847, 695)",1
"(847, 711)",1
"(847, 731)",1
"(847, 773)",1
"(847, 734)",1
"(847, 824)",1
"(847, 706)",1
"(847, 727)",1
"(746, 742)",1
"(746, 816)",1
"(746, 833)",1
"(746, 691)",1
"(746, 782)",1
"(742, 786)",1
"(742, 712)",1
"(717, 852)",1
"(717, 855)",1
"(852, 855)",1
"(720, 781)",1
"(720, 832)",1
"(720, 730)",1
"(720, 793)",1
"(720, 808)",1
"(720, 790)",1
"(734, 723)",1
"(734, 770)",1
"(734, 760)",1
"(734, 693)",0
"(734, 695)",1
"(734, 846)",1
"(734, 785)",1
"(734, 784)",1
"(723, 824)",1
"(723, 727)",1
"(723, 770)",1
"(838, 754)",1
"(838, 815)",1
"(838, 807)",1
"(838, 780)",1
"(838, 709)",1
"(838, 824)",1
"(754, 824)",1
"(754, 773)",1
"(754, 780)",1
"(754, 695)",1
"(754, 709)",1
"(754, 777)",1
"(754, 815)",1
"(816, 833)",1
"(816, 712)",1
"(816, 850)",1
"(833, 699)",1
"(833, 813)",1
"(833, 782)",1
"(833, 806)",1
"(833, 691)",1
"(833, 743)",1
"(833, 786)",1
"(727, 824)",1
"(727, 845)",1
"(727, 846)",1
"(727, 854)",1
"(727, 800)",1
"(727, 784)",1
"(727, 711)",1
"(727, 770)",1
"(824, 770)",1
"(824, 812)",1
"(824, 695)",1
"(824, 760)",1
"(824, 815)",1
"(824, 737)",1
"(824, 780)",1
"(824, 781)",1
"(824, 837)",1
"(824, 784)",1
"(824, 843)",1
"(824, 709)",1
"(824, 777)",1
"(824, 773)",1
"(824, 693)",1
"(737, 773)",1
"(737, 815)",1
"(737, 837)",1
"(737, 843)",1
"(822, 791)",1
"(822, 796)",1
"(822, 712)",1
"(822, 839)",1
"(822, 806)",1
"(822, 850)",1
"(822, 714)",1
"(822, 691)",1
"(791, 771)",1
"(791, 796)",1
"(791, 806)",1
"(845, 800)",1
"(845, 799)",1
"(845, 780)",1
"(845, 772)",1
"(845, 815)",1
"(845, 770)",1
"(800, 772)",1
"(800, 741)",1
"(800, 760)",1
"(800, 735)",0
"(800, 781)",1
"(800, 851)",0
"(800, 784)",1
"(837, 693)",1
"(837, 815)",1
"(837, 812)",1
"(794, 795)",1
"(794, 695)",1
"(794, 784)",1
"(794, 738)",1
"(794, 781)",1
"(794, 760)",1
"(794, 700)",0
"(806, 725)",1
"(806, 796)",1
"(806, 788)",1
"(806, 839)",1
"(806, 850)",1
"(806, 714)",1
"(806, 771)",1
"(806, 802)",1
"(706, 731)",1
"(706, 695)",1
"(706, 784)",0
"(706, 815)",1
"(706, 773)",1
"(731, 773)",1
"(731, 784)",1
"(731, 781)",1
"(731, 815)",1
"(731, 690)",1
"(807, 765)",1
"(807, 843)",1
"(807, 741)",1
"(784, 695)",1
"(784, 690)",1
"(784, 738)",1
"(784, 711)",1
"(784, 795)",1
"(784, 760)",1
"(784, 854)",1
"(784, 700)",0
"(784, 781)",1
"(784, 773)",0
"(784, 751)",1
"(784, 813)",1
"(780, 815)",1
"(780, 777)",1
"(780, 765)",1
"(780, 695)",1
"(780, 773)",1
"(781, 758)",1
"(781, 770)",1
"(781, 817)",1
"(781, 815)",1
"(781, 836)",1
"(781, 695)",1
"(781, 738)",1
"(781, 793)",1
"(781, 760)",1
"(781, 741)",1
"(781, 773)",1
"(781, 772)",1
"(781, 762)",1
"(793, 758)",1
"(793, 817)",1
"(793, 850)",0
"(793, 808)",1
"(793, 836)",1
"(758, 836)",1
"(758, 808)",1
"(758, 817)",1
"(843, 709)",1
"(843, 765)",1
"(815, 773)",1
"(815, 695)",1
"(815, 812)",1
"(815, 700)",1
"(741, 716)",1
"(741, 770)",1
"(741, 836)",1
"(741, 763)",1
"(695, 760)",1
"(695, 738)",1
"(695, 700)",0
"(695, 751)",1
"(695, 693)",1
"(695, 711)",1
"(695, 777)",1
"(795, 751)",1
"(795, 700)",0
"(795, 738)",1
"(795, 716)",1
"(795, 813)",1
"(795, 711)",1
"(751, 738)",1
"(777, 770)",1
"(777, 704)",1
"(777, 709)",1
"(770, 716)",1
"(770, 763)",1
"(770, 704)",1
"(770, 740)",1
"(770, 799)",1
"(770, 772)",1
"(770, 750)",1
"(743, 782)",1
"(782, 813)",1
"(782, 786)",1
"(782, 804)",1
"(782, 712)",1
"(782, 691)",1
"(757, 775)",1
"(757, 749)",1
"(790, 832)",1
"(799, 813)",1
"(799, 704)",1
"(799, 762)",1
"(799, 716)",1
"(730, 763)",1
"(760, 738)",1
"(725, 771)",1
"(725, 839)",1
"(725, 714)",1
"(738, 813)",1
"(738, 711)",1
"(753, 729)",1
"(839, 771)",1
"(839, 714)",1
"(839, 712)",1
"(839, 689)",1
"(813, 786)",1
"(716, 763)",1
"(690, 773)",0
"(712, 689)",1
"(712, 714)",1
"(773, 836)",1
"(771, 714)",1
"(771, 802)",1
"(771, 691)",1
"(771, 850)",1
"(771, 689)",1
"(836, 763)",1
"(729, 804)",0
"(763, 804)",1
"(846, 785)",1
"(817, 850)",1
"(817, 740)",0
"(740, 841)",1
"(714, 689)",1
